ResponseId,Age,Gender,Sexuality,Country,EdLevel,LearnCode,Employment,ConvertedCompYearly,YearsLearnPro,Degree
3558,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,120000.0,4.0,Yes
3560,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,34356.0,4.0,Yes
3563,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,170000.0,3.0,Yes
3570,25-34 years old,Woman,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Non-traditional,Not employed,,,No
3571,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,39456.0,7.0,Yes
3606,25-34 years old,Woman,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,,Yes
3614,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,,,Yes
3622,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,"Independent contractor, freelancer, or self-employed",,5.0,No
3633,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,68642.0,6.0,Yes
3634,18-24 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,3500.0,3.0,Yes
3666,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,6876.0,2.0,No
3672,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Student,,,Yes
3708,18-24 years old,Man,Straight / Heterosexual,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,,,No
3716,25-34 years old,Other,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,30240.0,9.0,No
3718,35-44 years old,Man,Straight / Heterosexual,Guatemala,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,84000.0,8.0,Yes
3723,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,1.0,No
3735,25-34 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,27540.0,4.0,Yes
3752,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,5088.0,5.5,Yes
3797,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,9900.0,3.0,Yes
3810,25-34 years old,Man,Straight / Heterosexual,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,5.0,Yes
3834,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,4.0,No
3844,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,10992.0,5.0,Yes
3851,35-44 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,5.0,Yes
3854,18-24 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Non-traditional,Student,,,No
3888,25-34 years old,Man,LGBT / Non-hetero,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,31140.0,4.0,No
3901,25-34 years old,Man,LGBT / Non-hetero,Brazil,Some college/university study without earning a degree,Both,Employed,18326.0,5.0,No
3907,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,9072.0,3.0,Yes
3922,> 45 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,5.0,Yes
3926,> 45 years old,Man,Straight / Heterosexual,Uruguay,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,36000.0,28.0,Yes
3927,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,"Independent contractor, freelancer, or self-employed",,1.0,No
3936,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,31348.0,9.0,Yes
3938,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28105.0,5.0,Yes
3941,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Student,,,No
3954,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Student,,,Yes
3976,25-34 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,58856.0,7.0,Yes
3987,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,75000.0,7.0,Yes
3988,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,36000.0,4.0,Yes
4009,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",10992.0,5.0,Yes
4034,Under 18 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Student,,,Yes
4064,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,70264.0,10.0,Yes
4082,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,21187.0,10.0,Yes
4087,> 45 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",32316.0,5.0,Yes
4098,35-44 years old,Other,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,,11.0,Yes
4104,25-34 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,19776.0,,Yes
4113,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,,Yes
4117,Under 18 years old,Man,LGBT / Non-hetero,Brazil,Primary/elementary school,Non-traditional,Student,,,No
4123,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,,,Yes
4139,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,13744.0,1.0,Yes
4141,18-24 years old,Woman,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Student,,,Yes
4148,35-44 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,2.5,Yes
4164,35-44 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,25944.0,5.0,No
4170,25-34 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Traditional,Employed,58167.0,12.0,Yes
4195,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,21620.0,7.0,Yes
4224,25-34 years old,Man,LGBT / Non-hetero,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",6000.0,4.0,Yes
4225,25-34 years old,Man,Straight / Heterosexual,Brazil,Something else,Traditional,Employed,,,No
4229,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,2.0,Yes
4232,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,24744.0,3.0,Yes
4234,> 45 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",51888.0,10.0,Yes
4276,18-24 years old,Man,LGBT / Non-hetero,Mexico,"Professional degree (JD, MD, etc.)",Traditional,"Independent contractor, freelancer, or self-employed",,2.0,Yes
4285,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",25860.0,5.0,Yes
4297,18-24 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,20539.0,5.0,Yes
4304,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,27240.0,25.0,Yes
4308,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,10308.0,1.0,Yes
4323,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,41232.0,4.0,Yes
4352,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,22701.0,5.0,Yes
4362,18-24 years old,Woman,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Student,,,No
4364,25-34 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,10116.0,4.0,Yes
4374,25-34 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,27492.0,6.0,Yes
4377,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,15948.0,2.0,Yes
4417,18-24 years old,Man,Straight / Heterosexual,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,10644.0,6.0,Yes
4432,35-44 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,,Yes
4438,18-24 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
4447,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,103081.0,2.0,Yes
4473,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
4483,> 45 years old,Man,Straight / Heterosexual,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,61616.0,7.0,Yes
4494,35-44 years old,Man,Straight / Heterosexual,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,55200.0,7.0,Yes
4504,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,13740.0,3.0,No
4512,25-34 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,45912.0,9.0,Yes
4536,25-34 years old,Man,LGBT / Non-hetero,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,0.5,Yes
4552,Under 18 years old,Other,LGBT / Non-hetero,Mexico,Some college/university study without earning a degree,Both,Student,,,No
4560,35-44 years old,Other,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,41232.0,14.0,Yes
4570,35-44 years old,Man,Straight / Heterosexual,Argentina,"Associate degree (A.A., A.S., etc.)",Both,Employed,128340.0,2.0,Yes
4574,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,21221.0,6.0,Yes
4581,25-34 years old,Man,Straight / Heterosexual,Chile,Some college/university study without earning a degree,Non-traditional,Employed,18060.0,8.0,No
4585,18-24 years old,Man,Straight / Heterosexual,El Salvador,Some college/university study without earning a degree,Non-traditional,Employed,3600.0,3.0,No
4595,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",4524.0,7.0,Yes
4602,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,72000.0,5.0,Yes
4606,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,6600.0,5.0,No
4657,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,35736.0,2.0,Yes
4666,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",30267.0,5.0,Yes
4681,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,,"Independent contractor, freelancer, or self-employed",77556.0,4.0,No
4699,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,29688.0,1.0,Yes
4733,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,0.0,Yes
4743,> 45 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,,6.0,Yes
4750,> 45 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,43239.0,2.0,Yes
4762,18-24 years old,Man,Straight / Heterosexual,Guatemala,Some college/university study without earning a degree,Non-traditional,Employed,,2.0,No
4765,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,54972.0,10.0,Yes
4777,35-44 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,38621.0,10.0,Yes
4778,25-34 years old,Man,Straight / Heterosexual,Colombia,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",7068.0,4.5,No
4803,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Traditional,Student,,,No
4851,18-24 years old,Woman,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Student,,,Yes
4868,18-24 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Not employed,,,Yes
4893,35-44 years old,Man,LGBT / Non-hetero,Mexico,Some college/university study without earning a degree,Both,Employed,,3.0,No
4927,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Employed,6456.0,3.5,No
4995,18-24 years old,Man,Straight / Heterosexual,El Salvador,Some college/university study without earning a degree,Non-traditional,Not employed,,,No
5024,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,4944.0,3.0,No
5028,18-24 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Non-traditional,Student,,,No
5042,18-24 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
5050,35-44 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,Employed,35736.0,5.0,Yes
5076,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Not employed,,,Yes
5092,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,2.0,Yes
5097,> 45 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,129924.0,2.0,Yes
5125,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,"Independent contractor, freelancer, or self-employed",,5.0,Yes
5127,18-24 years old,Man,LGBT / Non-hetero,Peru,Some college/university study without earning a degree,Both,Student,,,No
5128,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,34356.0,3.0,Yes
5131,25-34 years old,Man,Straight / Heterosexual,Costa Rica,Some college/university study without earning a degree,Both,Employed,720000.0,4.0,No
5133,18-24 years old,Other,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,5496.0,2.5,No
5142,18-24 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
5150,> 45 years old,Man,LGBT / Non-hetero,Argentina,Some college/university study without earning a degree,Both,Employed,51600.0,2.0,No
5151,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,75669.0,4.0,Yes
5159,18-24 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,4848.0,2.0,Yes
5201,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,,7.0,Yes
5218,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Both,Employed,11544.0,1.0,Yes
5233,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Traditional,Employed,,,No
5267,18-24 years old,Woman,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Traditional,Employed,9048.0,3.0,No
